,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2580,seborrheic_keratoses,greasy_plaques,non_cancerous,oval_bumps,brown_coloration
2581,seborrheic_keratoses,wart_like_growths,thickened_skin,non_cancerous,oval_bumps
2582,seborrheic_keratoses,stuck_on_appearance,non_cancerous,oval_bumps,brown_coloration
2583,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,non_cancerous,dry_skin
2584,seborrheic_keratoses,greasy_plaques,raised_patches,non_cancerous,brown_coloration
2585,seborrheic_keratoses,stuck_on_appearance,raised_patches,non_cancerous,itching
2586,seborrheic_keratoses,brown_spots,greasy_plaques,itching,brown_coloration
2587,seborrheic_keratoses,wart_like_growths,brown_spots,oval_bumps,dry_skin
2588,seborrheic_keratoses,wart_like_growths,thickened_skin,dry_skin,brown_coloration
2589,seborrheic_keratoses,greasy_plaques,raised_patches,oval_bumps,itching
2590,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,greasy_plaques,brown_coloration
2591,seborrheic_keratoses,thickened_skin,dry_skin,itching,brown_coloration
2592,seborrheic_keratoses,wart_like_growths,greasy_plaques,raised_patches,dry_skin
2593,seborrheic_keratoses,raised_patches,oval_bumps,dry_skin,itching
2594,seborrheic_keratoses,wart_like_growths,brown_spots,non_cancerous,oval_bumps
2595,seborrheic_keratoses,brown_spots,thickened_skin,dry_skin,brown_coloration
2596,seborrheic_keratoses,stuck_on_appearance,brown_spots,non_cancerous,itching
2597,seborrheic_keratoses,rough_texture,raised_patches,non_cancerous,dry_skin
2598,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,thickened_skin,raised_patches
2599,seborrheic_keratoses,thickened_skin,raised_patches,oval_bumps,brown_coloration
2600,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,brown_spots,thickened_skin
2601,seborrheic_keratoses,wart_like_growths,rough_texture,raised_patches,oval_bumps
2602,seborrheic_keratoses,stuck_on_appearance,rough_texture,dry_skin,itching
2603,seborrheic_keratoses,brown_spots,thickened_skin,oval_bumps,brown_coloration
2604,seborrheic_keratoses,wart_like_growths,thickened_skin,non_cancerous,dry_skin
2605,seborrheic_keratoses,stuck_on_appearance,rough_texture,raised_patches,oval_bumps
2606,seborrheic_keratoses,stuck_on_appearance,non_cancerous,oval_bumps,dry_skin
2607,seborrheic_keratoses,stuck_on_appearance,raised_patches,itching,brown_coloration
2608,seborrheic_keratoses,raised_patches,oval_bumps,itching,brown_coloration
2609,seborrheic_keratoses,brown_spots,thickened_skin,greasy_plaques,non_cancerous
2610,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,dry_skin,brown_coloration
2611,seborrheic_keratoses,stuck_on_appearance,thickened_skin,greasy_plaques,non_cancerous
2612,seborrheic_keratoses,stuck_on_appearance,rough_texture,thickened_skin,raised_patches
2613,seborrheic_keratoses,stuck_on_appearance,raised_patches,oval_bumps,brown_coloration
2614,seborrheic_keratoses,thickened_skin,non_cancerous,dry_skin,itching
2615,seborrheic_keratoses,wart_like_growths,brown_spots,non_cancerous,dry_skin
2616,seborrheic_keratoses,wart_like_growths,rough_texture,greasy_plaques,itching
2617,seborrheic_keratoses,stuck_on_appearance,brown_spots,thickened_skin,brown_coloration
2618,seborrheic_keratoses,brown_spots,raised_patches,oval_bumps,itching
2619,seborrheic_keratoses,stuck_on_appearance,dry_skin,itching,brown_coloration
2620,seborrheic_keratoses,rough_texture,raised_patches,itching,brown_coloration
2621,seborrheic_keratoses,stuck_on_appearance,brown_spots,rough_texture,thickened_skin
2622,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,dry_skin,brown_coloration
2623,seborrheic_keratoses,wart_like_growths,raised_patches,non_cancerous,oval_bumps
2624,seborrheic_keratoses,stuck_on_appearance,rough_texture,non_cancerous,dry_skin
2625,seborrheic_keratoses,greasy_plaques,oval_bumps,itching,brown_coloration
2626,seborrheic_keratoses,thickened_skin,raised_patches,non_cancerous,brown_coloration
2627,seborrheic_keratoses,stuck_on_appearance,thickened_skin,non_cancerous,brown_coloration
2628,seborrheic_keratoses,rough_texture,raised_patches,dry_skin,brown_coloration
2629,seborrheic_keratoses,stuck_on_appearance,thickened_skin,non_cancerous,itching
2630,seborrheic_keratoses,brown_spots,oval_bumps,dry_skin,brown_coloration
2631,seborrheic_keratoses,rough_texture,greasy_plaques,itching,brown_coloration
2632,seborrheic_keratoses,wart_like_growths,brown_spots,rough_texture,oval_bumps
2633,seborrheic_keratoses,rough_texture,greasy_plaques,non_cancerous,brown_coloration
2634,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,raised_patches,oval_bumps
2635,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,greasy_plaques,dry_skin
2636,seborrheic_keratoses,brown_spots,greasy_plaques,non_cancerous,itching
2637,seborrheic_keratoses,wart_like_growths,rough_texture,thickened_skin,brown_coloration
2638,seborrheic_keratoses,wart_like_growths,brown_spots,greasy_plaques,dry_skin
2639,seborrheic_keratoses,brown_spots,greasy_plaques,oval_bumps,brown_coloration
2640,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,brown_spots,raised_patches
2641,seborrheic_keratoses,wart_like_growths,rough_texture,oval_bumps,dry_skin
2642,seborrheic_keratoses,thickened_skin,greasy_plaques,oval_bumps,brown_coloration
2643,seborrheic_keratoses,stuck_on_appearance,non_cancerous,itching,brown_coloration
2644,seborrheic_keratoses,brown_spots,rough_texture,greasy_plaques,raised_patches
2645,seborrheic_keratoses,non_cancerous,oval_bumps,dry_skin,itching
2646,seborrheic_keratoses,rough_texture,thickened_skin,greasy_plaques,raised_patches
2647,seborrheic_keratoses,brown_spots,rough_texture,thickened_skin,brown_coloration
2648,seborrheic_keratoses,wart_like_growths,dry_skin,itching,brown_coloration
2649,seborrheic_keratoses,brown_spots,raised_patches,non_cancerous,dry_skin
2650,seborrheic_keratoses,wart_like_growths,greasy_plaques,dry_skin,brown_coloration
2651,seborrheic_keratoses,wart_like_growths,raised_patches,dry_skin,itching
2652,seborrheic_keratoses,thickened_skin,greasy_plaques,non_cancerous,brown_coloration
2653,seborrheic_keratoses,wart_like_growths,non_cancerous,dry_skin,brown_coloration
2654,seborrheic_keratoses,rough_texture,raised_patches,dry_skin,itching
2655,seborrheic_keratoses,wart_like_growths,rough_texture,non_cancerous,brown_coloration
2656,seborrheic_keratoses,brown_spots,thickened_skin,raised_patches,non_cancerous
2657,seborrheic_keratoses,wart_like_growths,thickened_skin,non_cancerous,itching
2658,seborrheic_keratoses,wart_like_growths,thickened_skin,oval_bumps,dry_skin
2659,seborrheic_keratoses,stuck_on_appearance,brown_spots,thickened_skin,raised_patches
2660,seborrheic_keratoses,wart_like_growths,oval_bumps,itching,brown_coloration
2661,seborrheic_keratoses,wart_like_growths,thickened_skin,greasy_plaques,itching
2662,seborrheic_keratoses,thickened_skin,greasy_plaques,non_cancerous,oval_bumps
2663,seborrheic_keratoses,brown_spots,rough_texture,raised_patches,itching
2664,seborrheic_keratoses,brown_spots,rough_texture,raised_patches,non_cancerous
2665,seborrheic_keratoses,wart_like_growths,brown_spots,dry_skin,itching
2666,seborrheic_keratoses,wart_like_growths,brown_spots,non_cancerous,itching
2667,seborrheic_keratoses,rough_texture,thickened_skin,greasy_plaques,brown_coloration
2668,seborrheic_keratoses,wart_like_growths,rough_texture,non_cancerous,dry_skin
2669,seborrheic_keratoses,thickened_skin,greasy_plaques,dry_skin,itching
2670,seborrheic_keratoses,thickened_skin,non_cancerous,oval_bumps,dry_skin
2671,seborrheic_keratoses,stuck_on_appearance,thickened_skin,non_cancerous,oval_bumps
2672,seborrheic_keratoses,rough_texture,raised_patches,non_cancerous,itching
2673,seborrheic_keratoses,wart_like_growths,brown_spots,greasy_plaques,raised_patches
2674,seborrheic_keratoses,stuck_on_appearance,thickened_skin,greasy_plaques,dry_skin
2675,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,itching,brown_coloration
2676,seborrheic_keratoses,wart_like_growths,raised_patches,non_cancerous,brown_coloration
2677,seborrheic_keratoses,wart_like_growths,greasy_plaques,itching,brown_coloration
2678,seborrheic_keratoses,brown_spots,rough_texture,greasy_plaques,non_cancerous
2679,seborrheic_keratoses,greasy_plaques,raised_patches,dry_skin,itching
2680,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,greasy_plaques,non_cancerous
2681,seborrheic_keratoses,greasy_plaques,non_cancerous,oval_bumps,itching
2682,seborrheic_keratoses,stuck_on_appearance,rough_texture,greasy_plaques,brown_coloration
2683,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,raised_patches,itching
2684,seborrheic_keratoses,greasy_plaques,non_cancerous,dry_skin,itching
2685,seborrheic_keratoses,wart_like_growths,brown_spots,greasy_plaques,oval_bumps
2686,seborrheic_keratoses,brown_spots,raised_patches,non_cancerous,oval_bumps
2687,seborrheic_keratoses,rough_texture,thickened_skin,greasy_plaques,oval_bumps
2688,seborrheic_keratoses,wart_like_growths,raised_patches,non_cancerous,itching
2689,seborrheic_keratoses,wart_like_growths,greasy_plaques,non_cancerous,dry_skin
2690,seborrheic_keratoses,rough_texture,greasy_plaques,oval_bumps,brown_coloration
2691,seborrheic_keratoses,brown_spots,greasy_plaques,dry_skin,brown_coloration
2692,seborrheic_keratoses,stuck_on_appearance,brown_spots,rough_texture,greasy_plaques
2693,seborrheic_keratoses,rough_texture,greasy_plaques,raised_patches,brown_coloration
2694,seborrheic_keratoses,wart_like_growths,rough_texture,thickened_skin,greasy_plaques
2695,seborrheic_keratoses,wart_like_growths,thickened_skin,greasy_plaques,brown_coloration
2696,seborrheic_keratoses,greasy_plaques,oval_bumps,dry_skin,brown_coloration
2697,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,brown_spots,dry_skin
2698,seborrheic_keratoses,wart_like_growths,brown_spots,thickened_skin,raised_patches
2699,seborrheic_keratoses,rough_texture,oval_bumps,itching,brown_coloration
2700,seborrheic_keratoses,brown_spots,rough_texture,thickened_skin,oval_bumps
2701,seborrheic_keratoses,wart_like_growths,brown_spots,rough_texture,raised_patches
2702,seborrheic_keratoses,wart_like_growths,greasy_plaques,oval_bumps,dry_skin
2703,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,oval_bumps,itching
2704,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,thickened_skin,oval_bumps
2705,seborrheic_keratoses,wart_like_growths,greasy_plaques,non_cancerous,brown_coloration
2706,seborrheic_keratoses,brown_spots,non_cancerous,oval_bumps,brown_coloration
2707,seborrheic_keratoses,greasy_plaques,raised_patches,oval_bumps,dry_skin
2708,seborrheic_keratoses,wart_like_growths,thickened_skin,itching,brown_coloration
2709,seborrheic_keratoses,thickened_skin,greasy_plaques,raised_patches,brown_coloration
2710,seborrheic_keratoses,stuck_on_appearance,rough_texture,non_cancerous,oval_bumps
2711,seborrheic_keratoses,wart_like_growths,non_cancerous,itching,brown_coloration
2712,seborrheic_keratoses,brown_spots,rough_texture,non_cancerous,dry_skin
2713,seborrheic_keratoses,stuck_on_appearance,brown_spots,greasy_plaques,brown_coloration
2714,seborrheic_keratoses,thickened_skin,raised_patches,itching,brown_coloration
2715,seborrheic_keratoses,stuck_on_appearance,brown_spots,non_cancerous,dry_skin
2716,seborrheic_keratoses,wart_like_growths,brown_spots,rough_texture,non_cancerous
2717,seborrheic_keratoses,stuck_on_appearance,rough_texture,raised_patches,dry_skin
2718,seborrheic_keratoses,rough_texture,greasy_plaques,dry_skin,itching
2719,seborrheic_keratoses,wart_like_growths,thickened_skin,non_cancerous,brown_coloration
2720,seborrheic_keratoses,wart_like_growths,rough_texture,raised_patches,dry_skin
2721,seborrheic_keratoses,brown_spots,rough_texture,oval_bumps,itching
2722,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,oval_bumps,brown_coloration
2723,seborrheic_keratoses,brown_spots,raised_patches,non_cancerous,brown_coloration
2724,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,raised_patches,brown_coloration
2725,seborrheic_keratoses,wart_like_growths,thickened_skin,oval_bumps,itching
2726,seborrheic_keratoses,thickened_skin,raised_patches,dry_skin,brown_coloration
2727,seborrheic_keratoses,brown_spots,greasy_plaques,raised_patches,itching
2728,seborrheic_keratoses,wart_like_growths,brown_spots,greasy_plaques,brown_coloration
2729,seborrheic_keratoses,stuck_on_appearance,brown_spots,greasy_plaques,oval_bumps
2730,seborrheic_keratoses,brown_spots,rough_texture,greasy_plaques,dry_skin
2731,seborrheic_keratoses,stuck_on_appearance,thickened_skin,itching,brown_coloration
2732,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,non_cancerous,brown_coloration
2733,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,rough_texture,raised_patches
2734,seborrheic_keratoses,stuck_on_appearance,greasy_plaques,non_cancerous,oval_bumps
2735,seborrheic_keratoses,rough_texture,thickened_skin,dry_skin,brown_coloration
2736,seborrheic_keratoses,stuck_on_appearance,rough_texture,non_cancerous,brown_coloration
2737,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,greasy_plaques,oval_bumps
2738,seborrheic_keratoses,stuck_on_appearance,raised_patches,dry_skin,itching
2739,seborrheic_keratoses,rough_texture,thickened_skin,itching,brown_coloration
2740,seborrheic_keratoses,rough_texture,greasy_plaques,raised_patches,itching
2741,seborrheic_keratoses,rough_texture,thickened_skin,oval_bumps,brown_coloration
2742,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,rough_texture,oval_bumps
2743,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,rough_texture,itching
2744,seborrheic_keratoses,wart_like_growths,stuck_on_appearance,greasy_plaques,raised_patches
2745,seborrheic_keratoses,rough_texture,thickened_skin,raised_patches,dry_skin
2746,seborrheic_keratoses,brown_spots,rough_texture,thickened_skin,raised_patches
2747,seborrheic_keratoses,wart_like_growths,rough_texture,raised_patches,non_cancerous
2748,seborrheic_keratoses,brown_spots,rough_texture,thickened_skin,itching
2749,seborrheic_keratoses,stuck_on_appearance,brown_spots,thickened_skin,greasy_plaques
2750,seborrheic_keratoses,brown_spots,greasy_plaques,oval_bumps,itching
2751,seborrheic_keratoses,thickened_skin,greasy_plaques,oval_bumps,dry_skin
2752,seborrheic_keratoses,greasy_plaques,raised_patches,non_cancerous,dry_skin
2753,seborrheic_keratoses,wart_like_growths,brown_spots,oval_bumps,itching
2754,seborrheic_keratoses,brown_spots,thickened_skin,oval_bumps,dry_skin
2755,seborrheic_keratoses,stuck_on_appearance,brown_spots,raised_patches,itching
2756,seborrheic_keratoses,wart_like_growths,brown_spots,thickened_skin,greasy_plaques
2757,seborrheic_keratoses,wart_like_growths,raised_patches,oval_bumps,brown_coloration
2758,seborrheic_keratoses,greasy_plaques,raised_patches,non_cancerous,oval_bumps
2759,seborrheic_keratoses,wart_like_growths,brown_spots,dry_skin,brown_coloration
2760,seborrheic_keratoses,brown_spots,thickened_skin,greasy_plaques,itching
2761,seborrheic_keratoses,stuck_on_appearance,rough_texture,raised_patches,brown_coloration
2762,seborrheic_keratoses,brown_spots,rough_texture,raised_patches,brown_coloration
2763,seborrheic_keratoses,brown_spots,rough_texture,greasy_plaques,itching
2764,seborrheic_keratoses,stuck_on_appearance,brown_spots,greasy_plaques,non_cancerous
2765,seborrheic_keratoses,rough_texture,greasy_plaques,raised_patches,non_cancerous
2766,skin_cancer,asymmetry,irregular_border,diameter_growth,rapid_growth
2767,skin_cancer,diameter_growth,rapid_growth,color_change,scaly_surface
2768,skin_cancer,asymmetry,ulceration,bleeding,rapid_growth
2769,skin_cancer,asymmetry,ulceration,itching,color_change
2770,skin_cancer,color_variation,pain,color_change,scaly_surface
2771,skin_cancer,asymmetry,irregular_border,pain,color_change
2772,skin_cancer,irregular_border,ulceration,new_mole,color_change
2773,skin_cancer,irregular_border,new_mole,itching,scaly_surface
2774,skin_cancer,color_variation,rapid_growth,pain,itching
2775,skin_cancer,ulceration,pain,new_mole,itching
2776,skin_cancer,ulceration,rapid_growth,itching,scaly_surface
2777,skin_cancer,asymmetry,ulceration,itching,scaly_surface
2778,skin_cancer,color_variation,ulceration,rapid_growth,color_change
2779,skin_cancer,diameter_growth,bleeding,pain,new_mole
2780,skin_cancer,irregular_border,diameter_growth,itching,scaly_surface
2781,skin_cancer,irregular_border,ulceration,itching,color_change
2782,skin_cancer,ulceration,bleeding,rapid_growth,color_change
2783,skin_cancer,asymmetry,irregular_border,ulceration,scaly_surface
2784,skin_cancer,diameter_growth,ulceration,pain,itching
2785,skin_cancer,asymmetry,bleeding,new_mole,itching
2786,skin_cancer,diameter_growth,ulceration,bleeding,itching
2787,skin_cancer,diameter_growth,itching,color_change,scaly_surface
2788,skin_cancer,color_variation,diameter_growth,bleeding,scaly_surface
2789,skin_cancer,asymmetry,color_variation,ulceration,itching
2790,skin_cancer,asymmetry,new_mole,color_change,scaly_surface
2791,skin_cancer,asymmetry,diameter_growth,ulceration,color_change
2792,skin_cancer,asymmetry,ulceration,bleeding,scaly_surface
2793,skin_cancer,irregular_border,rapid_growth,new_mole,color_change
2794,skin_cancer,ulceration,rapid_growth,new_mole,scaly_surface
2795,skin_cancer,diameter_growth,rapid_growth,new_mole,color_change
2796,skin_cancer,asymmetry,ulceration,pain,new_mole
2797,skin_cancer,irregular_border,pain,itching,scaly_surface
2798,skin_cancer,ulceration,bleeding,itching,color_change
2799,skin_cancer,color_variation,rapid_growth,pain,scaly_surface
2800,skin_cancer,color_variation,diameter_growth,color_change,scaly_surface
2801,skin_cancer,irregular_border,color_variation,diameter_growth,pain
2802,skin_cancer,bleeding,pain,new_mole,color_change
2803,skin_cancer,diameter_growth,bleeding,color_change,scaly_surface
2804,skin_cancer,asymmetry,rapid_growth,new_mole,scaly_surface
2805,skin_cancer,asymmetry,irregular_border,rapid_growth,scaly_surface
2806,skin_cancer,asymmetry,color_variation,ulceration,new_mole
2807,skin_cancer,color_variation,diameter_growth,rapid_growth,pain
2808,skin_cancer,ulceration,bleeding,pain,scaly_surface
2809,skin_cancer,irregular_border,color_variation,itching,color_change
2810,skin_cancer,irregular_border,color_variation,diameter_growth,rapid_growth
2811,skin_cancer,irregular_border,color_variation,diameter_growth,color_change
2812,skin_cancer,asymmetry,diameter_growth,new_mole,itching
2813,skin_cancer,color_variation,diameter_growth,new_mole,scaly_surface
2814,skin_cancer,asymmetry,bleeding,rapid_growth,scaly_surface
2815,skin_cancer,irregular_border,color_variation,rapid_growth,itching
2816,skin_cancer,asymmetry,diameter_growth,itching,scaly_surface
2817,skin_cancer,asymmetry,rapid_growth,itching,scaly_surface
2818,skin_cancer,irregular_border,bleeding,rapid_growth,scaly_surface
2819,skin_cancer,asymmetry,bleeding,rapid_growth,itching
2820,skin_cancer,asymmetry,irregular_border,color_variation,color_change
2821,skin_cancer,asymmetry,color_variation,ulceration,scaly_surface
2822,skin_cancer,diameter_growth,new_mole,itching,scaly_surface
2823,skin_cancer,irregular_border,color_variation,bleeding,itching
2824,skin_cancer,asymmetry,new_mole,itching,color_change
2825,skin_cancer,color_variation,ulceration,bleeding,pain
2826,skin_cancer,color_variation,diameter_growth,pain,new_mole
2827,skin_cancer,color_variation,diameter_growth,ulceration,itching
2828,skin_cancer,color_variation,diameter_growth,rapid_growth,scaly_surface
2829,skin_cancer,color_variation,ulceration,bleeding,color_change
2830,skin_cancer,color_variation,rapid_growth,new_mole,scaly_surface
2831,skin_cancer,irregular_border,color_variation,color_change,scaly_surface
2832,skin_cancer,bleeding,rapid_growth,new_mole,itching
2833,skin_cancer,color_variation,bleeding,pain,color_change
2834,skin_cancer,irregular_border,bleeding,color_change,scaly_surface
2835,skin_cancer,irregular_border,diameter_growth,pain,itching
2836,skin_cancer,diameter_growth,ulceration,new_mole,scaly_surface
2837,skin_cancer,irregular_border,color_variation,ulceration,color_change
2838,skin_cancer,asymmetry,color_variation,pain,color_change
2839,skin_cancer,asymmetry,irregular_border,bleeding,itching
2840,skin_cancer,asymmetry,irregular_border,ulceration,itching
2841,skin_cancer,diameter_growth,ulceration,new_mole,itching
2842,skin_cancer,asymmetry,diameter_growth,bleeding,itching
2843,skin_cancer,irregular_border,bleeding,itching,scaly_surface
2844,skin_cancer,asymmetry,color_variation,diameter_growth,rapid_growth
2845,skin_cancer,diameter_growth,bleeding,pain,scaly_surface
2846,skin_cancer,asymmetry,ulceration,new_mole,itching
2847,skin_cancer,irregular_border,diameter_growth,ulceration,pain
2848,skin_cancer,ulceration,pain,itching,scaly_surface
2849,skin_cancer,irregular_border,color_variation,ulceration,new_mole
2850,skin_cancer,diameter_growth,bleeding,rapid_growth,itching
2851,skin_cancer,asymmetry,bleeding,color_change,scaly_surface
2852,skin_cancer,irregular_border,pain,new_mole,color_change
2853,skin_cancer,color_variation,ulceration,pain,color_change
2854,skin_cancer,irregular_border,bleeding,rapid_growth,color_change
2855,skin_cancer,asymmetry,color_variation,color_change,scaly_surface
2856,skin_cancer,diameter_growth,ulceration,bleeding,pain
2857,skin_cancer,asymmetry,itching,color_change,scaly_surface
2858,skin_cancer,irregular_border,color_variation,bleeding,color_change
2859,skin_cancer,asymmetry,ulceration,bleeding,pain
2860,skin_cancer,asymmetry,diameter_growth,pain,color_change
2861,skin_cancer,irregular_border,color_variation,diameter_growth,ulceration
2862,skin_cancer,irregular_border,diameter_growth,bleeding,scaly_surface
2863,skin_cancer,irregular_border,ulceration,new_mole,scaly_surface
2864,skin_cancer,ulceration,rapid_growth,pain,color_change
2865,skin_cancer,color_variation,ulceration,bleeding,itching
2866,skin_cancer,asymmetry,diameter_growth,rapid_growth,pain
2867,skin_cancer,asymmetry,ulceration,color_change,scaly_surface
2868,skin_cancer,irregular_border,color_variation,diameter_growth,new_mole
2869,skin_cancer,diameter_growth,ulceration,bleeding,color_change
2870,skin_cancer,asymmetry,bleeding,itching,scaly_surface
2871,skin_cancer,color_variation,rapid_growth,new_mole,color_change
2872,skin_cancer,color_variation,ulceration,rapid_growth,pain
2873,skin_cancer,bleeding,rapid_growth,pain,scaly_surface
2874,skin_cancer,asymmetry,irregular_border,color_variation,new_mole
2875,skin_cancer,color_variation,ulceration,itching,color_change
2876,skin_cancer,diameter_growth,ulceration,pain,color_change
2877,skin_cancer,asymmetry,ulceration,pain,color_change
2878,skin_cancer,irregular_border,diameter_growth,ulceration,rapid_growth
2879,skin_cancer,diameter_growth,ulceration,rapid_growth,scaly_surface
2880,skin_cancer,asymmetry,color_variation,pain,itching
2881,skin_cancer,bleeding,pain,color_change,scaly_surface
2882,skin_cancer,ulceration,bleeding,pain,color_change
2883,skin_cancer,asymmetry,irregular_border,color_variation,rapid_growth
2884,skin_cancer,color_variation,diameter_growth,ulceration,rapid_growth
2885,skin_cancer,asymmetry,irregular_border,ulceration,pain
2886,skin_cancer,diameter_growth,pain,itching,color_change
2887,skin_cancer,asymmetry,color_variation,diameter_growth,itching
2888,skin_cancer,asymmetry,bleeding,rapid_growth,new_mole
2889,skin_cancer,diameter_growth,pain,new_mole,itching
2890,skin_cancer,color_variation,ulceration,new_mole,color_change
2891,skin_cancer,asymmetry,diameter_growth,ulceration,rapid_growth
2892,skin_cancer,asymmetry,irregular_border,color_variation,scaly_surface
2893,skin_cancer,irregular_border,ulceration,bleeding,rapid_growth
2894,skin_cancer,diameter_growth,bleeding,rapid_growth,scaly_surface
2895,skin_cancer,asymmetry,irregular_border,new_mole,color_change
2896,skin_cancer,asymmetry,diameter_growth,bleeding,pain
2897,skin_cancer,asymmetry,irregular_border,color_variation,diameter_growth
2898,skin_cancer,color_variation,diameter_growth,bleeding,new_mole
2899,skin_cancer,color_variation,diameter_growth,rapid_growth,itching
2900,skin_cancer,diameter_growth,ulceration,pain,new_mole
2901,skin_cancer,irregular_border,diameter_growth,bleeding,rapid_growth
2902,skin_cancer,asymmetry,bleeding,pain,scaly_surface
2903,skin_cancer,color_variation,ulceration,new_mole,scaly_surface
2904,skin_cancer,asymmetry,ulceration,rapid_growth,new_mole
2905,skin_cancer,asymmetry,color_variation,pain,scaly_surface
2906,skin_cancer,irregular_border,diameter_growth,ulceration,scaly_surface
2907,skin_cancer,asymmetry,irregular_border,new_mole,itching
2908,skin_cancer,asymmetry,diameter_growth,ulceration,pain
2909,skin_cancer,asymmetry,irregular_border,color_variation,bleeding
2910,skin_cancer,asymmetry,diameter_growth,rapid_growth,itching
2911,skin_cancer,irregular_border,ulceration,color_change,scaly_surface
2912,skin_cancer,diameter_growth,new_mole,itching,color_change
2913,skin_cancer,rapid_growth,pain,color_change,scaly_surface
2914,skin_cancer,irregular_border,diameter_growth,ulceration,color_change
2915,skin_cancer,irregular_border,ulceration,bleeding,color_change
2916,skin_cancer,irregular_border,itching,color_change,scaly_surface
2917,skin_cancer,irregular_border,color_variation,itching,scaly_surface
2918,skin_cancer,asymmetry,irregular_border,rapid_growth,new_mole
2919,skin_cancer,asymmetry,ulceration,rapid_growth,scaly_surface
2920,skin_cancer,color_variation,diameter_growth,ulceration,bleeding
2921,skin_cancer,diameter_growth,rapid_growth,pain,itching
2922,skin_cancer,asymmetry,color_variation,ulceration,color_change
2923,skin_cancer,asymmetry,irregular_border,new_mole,scaly_surface
2924,skin_cancer,diameter_growth,rapid_growth,new_mole,scaly_surface
2925,skin_cancer,pain,new_mole,color_change,scaly_surface
2926,skin_cancer,asymmetry,diameter_growth,rapid_growth,scaly_surface
2927,skin_cancer,irregular_border,color_variation,new_mole,scaly_surface
2928,skin_cancer,asymmetry,ulceration,rapid_growth,color_change
2929,skin_cancer,asymmetry,irregular_border,diameter_growth,color_change
2930,skin_cancer,asymmetry,rapid_growth,pain,itching
2931,skin_cancer,bleeding,pain,itching,scaly_surface
2932,skin_cancer,color_variation,bleeding,rapid_growth,scaly_surface
2933,skin_cancer,color_variation,pain,itching,scaly_surface
2934,skin_cancer,bleeding,rapid_growth,pain,itching
2935,skin_cancer,irregular_border,color_variation,new_mole,color_change
2936,skin_cancer,asymmetry,irregular_border,bleeding,color_change
2937,skin_cancer,color_variation,rapid_growth,color_change,scaly_surface
2938,skin_cancer,ulceration,rapid_growth,pain,scaly_surface
2939,skin_cancer,asymmetry,diameter_growth,new_mole,color_change
2940,skin_cancer,color_variation,new_mole,itching,color_change
2941,skin_cancer,irregular_border,pain,itching,color_change
2942,skin_cancer,asymmetry,irregular_border,diameter_growth,pain
2943,skin_cancer,asymmetry,irregular_border,color_variation,itching
2944,skin_cancer,asymmetry,pain,new_mole,scaly_surface
2945,skin_cancer,color_variation,diameter_growth,rapid_growth,color_change
2946,skin_cancer,irregular_border,color_variation,ulceration,bleeding
2947,skin_cancer,asymmetry,irregular_border,color_variation,ulceration
2948,skin_cancer,ulceration,rapid_growth,color_change,scaly_surface
2949,skin_cancer,color_variation,ulceration,rapid_growth,new_mole
2950,skin_cancer,asymmetry,pain,color_change,scaly_surface
2951,skin_cancer,ulceration,rapid_growth,itching,color_change
2952,skin_cancer,color_variation,diameter_growth,ulceration,pain
2953,skin_cancer,asymmetry,rapid_growth,pain,new_mole
2954,skin_cancer,irregular_border,bleeding,new_mole,scaly_surface
2955,skin_cancer,irregular_border,bleeding,pain,new_mole
2956,skin_cancer,bleeding,rapid_growth,pain,new_mole
2957,skin_cancer,color_variation,ulceration,rapid_growth,itching
2958,skin_cancer,asymmetry,color_variation,new_mole,color_change
2959,skin_cancer,asymmetry,irregular_border,itching,scaly_surface
2960,skin_cancer,diameter_growth,ulceration,bleeding,scaly_surface
2961,skin_cancer,color_variation,diameter_growth,itching,scaly_surface
2962,skin_cancer,irregular_border,diameter_growth,bleeding,pain
2963,skin_cancer,asymmetry,color_variation,diameter_growth,bleeding
2964,skin_cancer,ulceration,itching,color_change,scaly_surface
2965,skin_cancer,ulceration,bleeding,rapid_growth,pain
2966,skin_cancer,irregular_border,rapid_growth,new_mole,itching
2967,skin_cancer,irregular_border,bleeding,rapid_growth,itching
